PartNumber,Description,ItemStatus,SalesUnit,Authorization,PriceGroup,PriceGroupDescription,ProductLifeCycleManagement,ItemClass
MOD-FCS2KIT300-B              ,"Dual Pole Floor to Ceiling Mount For 46"" to 90"" TV's w/Black Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FCSKIT300                 ,"Floor-to-Ceiling Mount For 39"" to 75"" TV's w/Zinc Plated Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FCSKIT300-B               ,"Floor-to-Ceiling Mount For 39"" to 75"" TV's w/Black Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPMD2                     ,Dual Pole tilt Box For Back-To-Back,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPMS2                     ,Dual Pole Tilt Box,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPP2                      ,Dual-Pole Free Standing Floor Plate,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPP2KIT200                ,"Dual Pole Free Standing Mount For 46"" to 90"" TV's w/Bright Zinc Plated Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPP2KIT200-B              ,"Dual Pole Free Standing Mount For 46"" to 90"" TV's w/Black Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPS2KIT150                ,"Ceiling Mount For 39"" to 75"" TV's w/1.5M (59"") Bright Zinc Plated Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPS2KIT150-B              ,Modular Dual-Pole Ceiling Mount  with 1.5m (4.9') Black Extension Columns,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPSKIT100                 ,"Ceiling Mount For 39"" to 75"" TV's w/1M (39"") Zinc Plated Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPSKIT100-B               ,"Ceiling Mount For 39"" to 75"" TV's w/1M (39"") Black Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPSKIT100-CPF             ,"FLAT PANEL SINGLE SCREEN KIT, 1.0M with MOD-CPF",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPSKIT150                 ,"Ceiling Mount For 39"" to 75"" TV's w/1.5M (59"") Bright Zinc Plated Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPSKIT150-B               ,"Ceiling Mount For 39"" to 75"" TV's w/1.5M (59"") Black Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPSKIT150-CPF             ,"FLAT PANEL SINGLE SCREEN KIT, 1.5M with MOD-CPF",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FPSKIT200-CPF             ,"FLAT PANEL SINGLE SCREEN KIT, 2.0M with MOD-CPF",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FW2KIT300                 ,"Dual Pole Floor-to-Wall Mount For 46"" to 90"" TV's w/Bright Zinc Plated Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-FW2KIT300-B               ,"Dual Pole Floor-to-Wall Mount For 46"" to 90"" TV's w/Black Poles",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-MBL                       ,Large Media Storge Accessory,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-MBM                       ,Mac Mini Mount,No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
MOD-PJF2KIT150-B              ,"PJF2-UNV Ceiling Mount w/1.5M (59"") Black Pole",Active,EA,False,CORE,Mounts,Active,PSS  STANDPJF2           
MOD-UNL2                      ,Dual-Pole Large Unv. Adaptor For 46” to 90” TV's,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MOD-WP2                       ,Dual-Pole Wall Plate,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MSA-101                       ,Multi-Channel Speaker Mount For Flat Panel TV's,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
MTLU                          ,"MENARDS,UNIV TILT BLK 32-70"" NONSEC",Active,EA,,CONS,Consumer,Active,FPSS STAND               
OSUA771PU                     ,"OLED Articulating Wall Mount for 55-77"" Displays",Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
PA730                         ,"Paramount Articulating Wall Mount For 10"" to 29"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PA740                         ,"Paramount Articulating Wall Mount For 22"" to 43"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PA746                         ,Universal Articulating Wall Mount,Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PA750                         ,"ARTICULATING WALL MOUNT 39"" - 75""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PA762                         ,"ARTICULATING WALL MOUNT 39"" - 90""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PA762-UNMH                    ,HOSPITALITY ARTIC WALL MOUNT,Active,EA,True,HOSP,Hospitality,Active,FPSS STANDPMNT           
PANA-103MTV                   ,Tilting Wall Mount For Panasonic 103,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PANA-85CEIL                   ,Ceiling Mount For Panasonic TH-85PF12U/ TH-85PF12E TV's,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PANA-85WM                     ,Wall Mount For Panasonic TH-85PF12U Flat Panel TV,No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PANA-APWK103PV9               ,Retrofit Kit for TY-WK103PV9,Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PANA-C84103                   ,Flat Panel Floor Cart,No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PAP-JVC-DLA                   ,"PRJ ADPR, JVC DLA-RS40/50/60",Active,EA,False,CORE,Mounts,Active,PSS  STANDPJR            
PEWS310/BK                    ,"Flat, universal to VESA®  600x400mm   For Sreen Sizes  39-75”",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PEWS320/BK                    ,"Tilt, universal to VESA®  600x400mm   For Sreen Sizes  39-75”",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PEWS410/BK                    ,"Flat, universal to VESA®  800x400mm   For Sreen Sizes  39-80”",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PEWS420/BK                    ,"Tilt, universal to VESA®  800x400mm   For Sreen Sizes  39-80”",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PEWS450/BK                    ,"Full motion, universal to VESA®  600x400mm   For Sreen Sizes  39-75”",No Purchases,EA,,PRO,Professional Sales Price Group,Use Up,FPSS STANDETAIL          
PEWS510/BK                    ,"Flat, universal to VESA®  900x500mm   For Sreen Sizes  46-90”",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
PEWS520/BK                    ,"Tilt, universal to VESA®  900x500mm   For Sreen Sizes  46-90”",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
PEWV210/BK                    ,"Perfectmount Flat For 22""-40"" TVs",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PF630                         ,"FLAT MOUNT 10""-29""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PF632                         ,"FLAT MOUNT 22""-43""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PF640                         ,"Paramount™ Universal Flat Wall Mount For 32"" to 46"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PF650                         ,"FLAT MOUNT 39"" - 75""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PF660                         ,"FLAT MOUNT 39 - 90""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PLA50                         ,"Dedicated Articulating Wall Arm For 37"" to 80"" TV's security",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLA50-UNL                     ,"Universal Articulating Wall Arm For 37"" to 80"" TV's security",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLA50-UNLP                    ,"Universal Articulating Wall Arm For 37"" to 80"" TV's",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLA50-UNLP-GB                 ,"Universal Articulating Wall Arm For 37"" to 80"" TV's",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLA60                         ,"Dedicated Articulating Wall Arm For 37"" to 95"" TV's security",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLA60-UNL                     ,"Universal Articulating Wall Arm For 37"" to 95"" TV's security",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLA60-UNLP                    ,"Universal Articulating Wall Arm For 37"" to 95"" TV's",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLA60-UNLP-GB                 ,"Universal Articulating Wall Arm For 37"" to 95"" TV's",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLAV60                        ,"Dedicated* Articulating Wall Arm For 37"" to 95"" TV's security",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLAV60-UNL                    ,"Universal Articulating Wall Arm For 37"" to 95"" TV's security",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLAV60-UNLP                   ,"Universal Articulating Wall Arm For 37"" to 95"" TV's",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLAV60-UNLP-GB                ,"Universal Articulating Wall Arm For 37"" to 95"" TV's gloss black",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLAV70                        ,"Dedicated* Ariculating Dual Wall Arm For 42"" to 95"" TV's security",Inactive,EA,False,CORE,Mounts,,FPSS STANDETAIL          
PLAV70-UNL                    ,"Universal Ariculating Dual Wall Arm For 42"" to 95"" TV's security",Inactive,EA,False,CORE,Mounts,,FPSS STANDETAIL          
PLAV70-UNLP                   ,"Universal Articulating Dual Wall Arm For 42"" to 95"" TV's",No Purchases,EA,False,CORE,Mounts,,FPSS STANDETAIL          
PLAV70-UNLP-GB                ,"Universal Ariculating Dual Wall Arm For 42"" to 95"" TV's",Inactive,EA,False,CORE,Mounts,,FPSS STANDETAIL          
PLB-1                         ,SmartMount® Tilt Box For Back-to-Back,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLCK-1                        ,"SmartMount® Ceiling Mount For up to 90"" TV's w/o Adaptor",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLCK-UNL                      ,"SmartMount® Ceiling Mount For 32' to 90"" TV's w/o Adaptor",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLCM-1                        ,"SmartMount® Ceiling Mount For up to 90"" TV's w/o Adaptor & Ceiling Plate",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLCM-1CP                      ,"SmartMount® Ceiling Mount For up to 90"" TV's w/o Adaptor",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLCM-2                        ,"SmartMount® Tilt Box For up to 90"" TV's",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLCM-2-UNL                    ,"SmartMount® Universal Tilt Box and Adaptor For 32"" to 90” TV's",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLCM-4                        ,"SmartMount® Tilt Box - Stackable For up to 90"" TV's",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLCM-UNL                      ,"SmartMount® Ceiling Mount For 32"" to 90"" TV's w/o Ceiling Plate",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLCM-UNL-CP                   ,"SmartMount® Ceiling Mount For 32"" to 90"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
PLP-NEC61                     ,"PLASMA ADAPTER PLATE, NEC61",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-PAN42                     ,PLASMA ADAPTER PLATE FOR PANA42,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-PAN42PX                   ,"PLASMA ADPR PLT, PANANSONIC THP20UP",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PLP-PAN65                     ,"PLASMA ADPR PLATE, PAN65",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PLP-PION50                    ,PLASMA ADAPTER PLATE FOR PIONEER 50,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-SH65                      ,PLASMA ADPR FOR SHARP LC-65D90U,Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PLP-UNL                       ,"Universal Adaptor Bracket For 32"" to 90"" TV's",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-UNM                       ,"Universal Adaptor Bracket For 22"" to 50"" TV's",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V100                      ,PLASMA ADPR PLATE - VESA 100mm,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V2X1                      ,PLASMA ADPR PLATE - VESA 200x100,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V2X2                      ,"PLASMA ADAPTER PLATE, VESA 200x200",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V3X2                      ,"PLASMA ADPR PLT, VESA 300x200",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V3X3                      ,"PLASMA ADPR PLT, VESA 300x300",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V4X2                      ,"PLASMA ADPR PLT, VESA 400x200",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V4X3                      ,"PLASMA ADPR PLT, VESA 400x300",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V4X4                      ,"PLASMA ADPR PLT, VESA 400X400",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V6X2                      ,"PLASMA ADPR PLT, VESA 600x200",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V6X4                      ,"PLASMA ADPR PLT, VESA 600x400",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
PLP-V6X5                      ,Dedicated Adaptor Plate for VESA 600x500,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PLP-V6X6                      ,Dedicated Adaptor Plate For VESA 600x600,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PN-SR760-ACC1                 ,PC/Keyboard Accessory for PN-SR760M,Inactive,EA,,PRO,Professional Sales Price Group,,FPSS STANDETAIL          
PN-SR763ACC1                  ,PC/Keyboard Accessory for PN-SR763M,Inactive,EA,,PRO,Professional Sales Price Group,,FPSS STANDETAIL          
PN-SR780M                     ,Dual Mast Large Screen Cart,No Purchases,EA,,PRO,Professional Sales Price Group,Use Up,FPSS STANDETAIL          
PN-VW220                      ,2x2 Wall Mounted Video Wall,Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PN-VW330                      ,3x3 Wall Mounted Video Wall,Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PN-VW440                      ,4x4 Wall Mounted Video Wall,Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDETAIL          
PP730                         ,"Paramount Pivot Mount For 10"" to 29"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PP740                         ,"Paramount Pivot Mount For 22"" to 43"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PR560M                        ,"Paramount Universal Cart for 55-86"" Displays w/Shelf",Inactive,EA,False,CORE,Mounts,,FPSS STANDPMNT           
PRMA1X1                       ,"ARTICULATING MOUNT 10""-29"" for Visions",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMA2X2                       ,"ARTICULATING MOUNT 22""-40"" for Visions",Active,EA,,CONS,Consumer,Active,FPSS STANDPMNT           
PRMA4X4                       ,"ARTICULATING MOUNT 32""-50"" for Visions",Active,EA,,CONS,Consumer,Active,FPSS STANDPMNT           
PRMA6X4                       ,"ARTICULATING MOUNT 39""-90"" for Visions",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMA6X4-16                    ,"ARTICULATING WALL MOUNT 39"" - 75""",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMA6X4-24                    ,"ARTICULATING WALL MOUNT 39"" - 75""",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMF1X1                       ,Paramount Flat Mount w/ VESA 75/100,Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMF2X2                       ,"FLAT MOUNT 22""-40"" for Visions",Active,EA,,CONS,Consumer,Active,FPSS STANDPMNT           
PRMF4X3                       ,"FLAT MOUNT 32""-46"" for Visions",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMF8X4                       ,"FLAT MOUNT 39""-90"" for Visions",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMP1X1                       ,"PIVOT MOUNT 10""-29"" for Visions",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMP2X2                       ,"Paramount Pivot Mount For 22"" to 40"" TV's",Active,EA,,CONS,Consumer,Active,FPSS STANDPMNT           
PRMT1X1                       ,"TILT MOUNT 10""-29"" for Visions",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMT4X3                       ,"TILT MOUNT 32""-46"" for Visions",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMT6X4                       ,"TILT MOUNT 39""-75"" for Visions",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PRMT8X4                       ,"TILT MOUNT 39""-90"" for Visions",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STANDPMNT           
PROMO DISCOUNT                ,"Remember to add ""G"" Discount",Active,EA,,PRO,Professional Sales Price Group,Active,FPSS STAND               
PT630                         ,"Paramount Tilting Wall Mount For 10"" to 29"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PT632                         ,PARAMOUNT TILT MOUNT VESA 100/200,Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PT640                         ,"Paramount  Universal Tilt Wall Mount For 32"" to 46"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PT650                         ,"Paramount Universal Tilt Wall Mount For 39"" to 75"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PT660                         ,"TILT MOUNT 39""-90""",Active,EA,True,CORE,Mounts,Active,FPSS STANDPMNT           
PTM200                        ,Universal Tablet Cradle For Tablets Less Than 0.75? (19mm),Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PTM400                        ,"Universal Desktop Tablet Mount For Tablets less than 0.75""",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PTM400S                       ,"Universal Desktop Tablet Mount For Tablets less than 0.75""",Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
PTS4X4                        ,Table Top TV Stand - 400 x 400,Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
QP-DST9803                    ,"Multi-Display Ceiling Mount with Three Telescoping Arms For 37"" to 80"" Displays",Active,EA,,DS,Digital Signage,Active,FPSS STANDETAIL          
RMI2C                         ,ROTATIONAL MOUNT INTERFACE FOR CARTS AND STANDS,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
RMI2W                         ,ROTATIONAL MOUNT INTERFACE FOR WALL MOUNTS,No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
RMI3-FLIP2                    ,ROTATIONAL WALL MT FOR SAMSUNG FLIP WM55H/WM55R/WM65R,Active,EA,False,CORE,Mounts,Active,FPSS STANDETAIL          
SA730P                        ,"SmartMount® Articulating Wall Mount For 10"" to 29"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SA740P                        ,"SmartMount® Articulating Wall Mount  For 22"" to 43"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SA746PU                       ,"SmartMount® Universal Articulating Mount For 32"" to 50"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SA746PU-M                     ,"ARTICULATING MOUNT 32""-50""",Active,EA,False,CORE,Mounts,Active,FPSS STANDSMRT           
SA752PU                       ,"SmartMount® Universal Articulating Arm Wall Mount For 43"" to 65""+ TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SA752PU-M                     ,"ARTICULATING MOUNT 37""-55""",Active,EA,False,CORE,Mounts,Active,FPSS STANDSMRT           
SA761PU                       ,"SmartMount® Universal Articulating Arm Wall Mount For 43"" to 75""+ TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SA771PU                       ,"SmartMount® Universal Articulating Arm Wall Mount For 50""-90"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SA771PU-M                     ,"ARTICULATING MOUNT 46""-90""",Active,EA,False,CORE,Mounts,Active,FPSS STANDSMRT           
SF16D                         ,"Display-Specific Flat Wall Mount For up to 71"" TV's up to 16"" studs",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDSMRT           
SF630                         ,"FLAT MOUNT 10""-29"" SEC",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF630P                        ,"FLAT MOUNT 10""-29""",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF632                         ,"FLAT MOUNT 22""-43"" SEC",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF632P                        ,"FLAT MOUNT 22""-43""",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF640                         ,"Security SmartMount® Universal Flat Wall Mount For 32"" to 50"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF640-HUB2                    ,"Flat Wall Mount for the 50"" Microsoft Surface Hub 2S / 2X",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF640P                        ,"SmartMount® Universal Flat Wall Mount For 32"" to 50"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF650                         ,"Security SmartMount® Universal Flat Mount For 39"" to 75"" TV'S",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF650P                        ,"FLAT MOUNT 39""-75""",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF660                         ,"Security SmartMount® Universal Flat Mount For 39"" to 80"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF660P                        ,"SmartMount® Universal Flat Mount For 39"" to 80"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF670                         ,"Security SmartMount® Universal Flat Mount For 46"" to 90"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF670P                        ,"SmartMount® Universal Flat Mount For 46"" to 90"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF680                         ,"Security SmartMount® Universal Flat Mount For 60"" to 98"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF680-HUB                     ,"Universal Flat Wall Mount for 84"" Microsoft Surface Hub",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SF680P                        ,"SmartMount® Universal Flat Mount For 60"" to 98"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SFP680                        ,SmartMount® Universal Flat Wall Mount for Portrait Orientation,Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SP730P                        ,"SmartMount® Pivot Wall Mount For 10"" to 29"" TV's",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STAND               
SP740P                        ,"SmartMount® Pivot Wall Mount For 22"" to 43"" TV's",Inactive,EA,False,CORE,Mounts,,FPSS STANDSMRT           
SP746PU                       ,"SmartMount® Pivot Wall Mount For 32"" to 50"" TV's",Inactive,EA,False,CORE,Mounts,Use Up,FPSS STANDSMRT           
SP840                         ,"32""-55"" SmartMount Pull-Out Pivot Wall Mount with Tilt",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SP850                         ,"Security SmartMount® Pull-Out Swivel Mount For 32"" to 80"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SP850-UNL                     ,"Security SmartMount® Universal Pull-Out Swivel Mount For 32"" to 80""TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SP850-UNLP                    ,"SmartMount® Universal Pull-Out Swivel Mount For 32"" to 80"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SP850-UNM                     ,"Security SmartMount® Universal Pull-Out Swivel Mount For 49 to 65"" TVs",Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SP850-V2X2                    ,"HOSP V2X2 TILT ARTIC 32-80"" BLK SEC",No Purchases,EA,False,HOSP,Hospitality,Use Up,FPSS STANDSMRT           
SP850P                        ,SmartMount® Pull-out Pivot Wall Mount For 32” to 80” TV's,Active,EA,True,CORE,Mounts,Active,FPSS STANDSMRT           
SR555M                        ,"VIDEO CONF CART FOR TWO 40-65"" DISPLAYS - VERSION B",Inactive,EA,False,CORE,Mounts,,FPSS STANDETAIL          
SR560-FLIP2                   ,ROTATIONAL CART FOR SAMSUNG FLIP WM55B/WM55H/WM55R/WM65B/WM65R,Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
SR560-HUB2                    ,"Mobile Cart for the 50"" Microsoft Surface Hub 2S/2X",Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
SR560G                        ,"FLAT PANEL FLOOR CART FOR UP TO 75"" DISPLAY W/GLASS SHELF",No Purchases,EA,,31,,Use Up,FPSS STAND               
SR560M                        ,"SmartMount®  Universal Cart For 32"" to 75"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
SR575M                        ,"SmartMount®  Full Features Universal Cart For 32"" to 75"" TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
SR598                         ,"SmartMount® Universal Cart For 55"" to 98""+ TV's",Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
SR598-HUB                     ,"SmartMount Universal Cart for Microsoft Surface Hub - 55"" and 84""",Inactive,EA,False,CORE,Mounts,,FPSS STANDETAIL          
SR598ML3                      ,"Motorized Height Adjustable Cart - 42-86"" Displays",Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
SR598ML3E                     ,"Motorized Height Adjustable Cart - 55-86"" Displays",Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
SR598ML3E-TROX                ,"Motorized Height Adjustable Cart - 42-86"" Displays",Active,EA,,CORE,Mounts,Active,FPSS STANDETAIL          
SR598ML3T                     ,"Motorized Height and Tilt Adjustable Cart - 42-80"" Displays",Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
SS560F                        ,"SmartMount®  Universal Stand For 32"" to 75"" TV's w/o Shelf",No Purchases,EA,False,CORE,Mounts,Use Up,FPSS STANDETAIL          
SS575K                        ,"Universal Kiosk Stand for 32"" to 75"" displays",Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
SS598ML3                      ,"Motorized Stand / Wall Mount for 42-86"" Displays",Active,EA,True,CORE,Mounts,Active,FPSS STANDETAIL          
